BAS.INSTNAMEENGL;STUD.TOTALISCED5-7
"""Hyperion"" University of Bucharest";1780
"""Titu Maiorescu"" University";9340
Romanian-American University of Bucharest;2365
"""Spiru Haret"" University of Bucharest";7460
"""Bioterra"" University Bucharest";2895
"""Apollonia"" University of Iasi";605
"""Partium"" Christian University, Oradea";810
"""Danubius"" University of Galati";2880
“Mihai Viteazul” National Intelligence Academy;m
Baptist Theological Institute of Bucharest;85
Pentecostal Theological Institute, Bucharest;255
Protestant Theological Institute of Cluj Napoca;130
"""Emanuel"" University of Oradea";240
The Institute for Business Administration in Bucharest (ASEBUSS);55
Sapientia Hungarian University of Transylvania;2090
"""Agora"" University of Oradea";750
Adventus University of Cernica;170
Fundaţia Ştefan Lupaşcu - Institutul De Studii Europene Din Iaşi;m
Institutul Teologic Romano-Catolic Franciscan Din Roman;m
"Fundaţia pentru Cultură şi Învăţământ ""Ioan Slavici"" - Universitatea ""Ioan Slavici"" din Timişoara";380
"Fundaţia ""Gaudeamus"" - Universitatea ""Tomis"" Din Constanţa";435
"Institutul Teologic Creştin După Evanghelie ""Timotheus"" Din Bucureşti";65
Fundaţia Lumina - Instituţii De Învăţământ - Universitatea Europei De Sud Est - Lumina;m
Şcoala Normală Superioară - Bucureşti (S.N.S.B);m
”George Emil Palade” University of Medicine, Pharmacy, Science, and Technology of Târgu Mureş;9705
The Romanian Academy;0
Uppsala University;45165
Lund University;40025
University of Gothenburg;47105
Stockholm University;54000
Umeå university;32480
Linköping University;36560
Karolinska Institutet;10215
KTH Royal Institute of Technology;21455
Chalmers University of Technology;11665
Luleå University of Technology;15130
Stockholm School of Economics;2040
Swedish University of Agricultural Sciences;5980
Karlstad University;15690
Örebro University;16520
Mid-Sweden University;20825
Blekinge Institute of Technology;6875
Jönköping University;11290
Malmö University;22155
Mälardalen University;15485
Swedish School of Sport and Health Sciences, GIH;1545
University of Borås;17660
Dalarna University;13780
University of Gävle;16515
Halmstad University;11015
Kristianstad University;10695
University of Skövde;8635
University West;13280
Södertörn University;11290
Swedish Defence University;1560
University of Arts, Crafts and Design;780
Royal Institute of Art;245
Royal College of Music in Stockholm;1255
Marie Cederschiöld University College;1505
The Red Cross University College;955
Sophiahemmet University;1155
Linnaeus University;33855
Stockholm University of the Arts;735
University College Stockholm;660
World Maritime University - Malmö;255
Comenius University in Bratislava;20880
Pavol Jozef Šafárik University in Košice;7100
University of Prešov in Prešov;8090
University of Ss. Cyril and Methodius in Trnava;5585
Catholic University in Ružomberok;3290
Selye János University in Komárno;1605
College Danubius;630
Pan-European University;2075
Slovak Medical University in Bratislava;2005
St. Elizabeth University of Health and Social Work in Bratislava, n. o.;7350
University of Veterinary Medicine in Košice;2100
Constantine the Philosopher University in Nitra;6830
Matej Bel University in Banská Bystrica;6030
University of Trnava in Trnava;5400
Slovak University of Technology in Bratislava;10065
Technical University of Košice;10965
DTI University;2895
University of Žilina in Žilina;7170
Alexander Dubček University of Trenčín in Trenčín;2065
University of Economics in Bratislava;6740
School of Economics and Management of Public Administration in Bratislava;1550
School of Management in Trenčín;285
College of International Business ISM Slovakia in Prešov;150
Slovak University of Agriculture in Nitra;4320
University of Technology in Zvolen;1865
Academy of Performing Arts in Bratislava;955
Academy of Fine Arts and Design in Bratislava;590
Academy of Arts in Banská Bystrica;455
Armed Forces Academy of General Milan Rastislav Štefánik in Liptovský Mikuláš;510
Police Academy in Bratislava;1275
Security Management College in Košice;720
